sentence	raw_sentence
اگر صدر ٹرمپ کو اپنے ڈیل کرنے کے فن پہ اتنا ہی ناز ہے	اگر صدر ٹرمپ کو اپنے ڈیل کرنے کے فن پہ اتنا ہی ناز ہے۔
آپ نے نثر کر کے دیکھا ہے ان اشعار کو	آپ نے نثر کر کے دیکھا ہے ان اشعار کو؟
کیا ہم بٹ اور صف کو بھی جانے دیں گے	کیا ہم بٹ اور صف کو بھی جانے دیں گے
قبائلی معاشرت کے دور میں اس کی نوعیت کچھ اور تھی	قبائلی معاشرت کے دور میں اس کی نوعیت کچھ اور تھی۔
پاکستانی معیشت بہت حد تک سکڑ چکی ہے اور ریکوری کے کوئی جلد آثار نہیں	پاکستانی معیشت بہت حد تک سکڑ چکی ہے اور ریکوری کے کوئی جلد آثار نہیں۔
کوشش اور تنظیم سے انقلاب کا سہانا خواب مکمل ہو سکتا ہے	کوشش اور تنظیم سے انقلاب کا سہانا خواب مکمل ہو سکتا ہے۔
زیادہ ضروری بات یہ ہے کہ ہم اپنے معاملات ٹھیک کریں	زیادہ ضروری بات یہ ہے کہ ہم اپنے معاملات ٹھیک کریں۔
ان کا کردار اس کے سوا تھا	ان کا کردار اس کے سوا تھا۔
اگر آپ کسی خبر یا مضمون کا ترجمہ کرتے ہیں	اگر آپ کسی خبر یا مضمون کا ترجمہ کرتے ہیں
ایشیائی ترقیاتی بینک نے پاکستان کیلئے ارب روپے کے بونڈ اکٹھے کرلیے	ایشیائی ترقیاتی بینک نے پاکستان کیلئے ارب روپے کے بونڈ اکٹھے کرلیے
اسٹیٹ بینک کی مداخلت کے بعد روپے کی قدر مستحکم	اسٹیٹ بینک کی مداخلت کے بعد روپے کی قدر مستحکم
سیمائے او چو آئینہ بے رنگ و بے غبار	سیمائے او چو آئینہ بے رنگ و بے غبار
ہرن کی پیٹھ پر بیٹھے پرندے کی شرارت سی	ہرن کی پیٹھ پر بیٹھے پرندے کی شرارت سی
میں آپ کے لئے کام نہیں کرتا	میں آپ کے لئے کام نہیں کرتا۔
خودکشی پر اکسانے کے مقدے میں ارنب گوسوامی کی عبوری ضمانت منظور	خودکشی پر اکسانے کے مقدے میں ارنب گوسوامی کی عبوری ضمانت منظور
کپتان مصباح بمقابلہ کپتان عمران	کپتان مصباح بمقابلہ کپتان عمران
عظیم خیالات اور بے پناہ غربت	عظیم خیالات اور بے پناہ غربت۔
جب پاکستانی شخص نے بھارتی عمران خان کو اپنا وزیراعظم سمجھا	جب پاکستانی شخص نے بھارتی عمران خان کو اپنا وزیراعظم سمجھا
سشانت سنگھ کو قتل نہیں کیا گیا یہ خودکشی کا کیس ہے	سشانت سنگھ کو قتل نہیں کیا گیا یہ خودکشی کا کیس ہے
انسٹا گرام کا نقصان پہنچانے والی تصاویر پر پابندی کا فیصلہ	انسٹا گرام کا نقصان پہنچانے والی تصاویر پر پابندی کا فیصلہ
انتخابات کرانے کا فریضہ دیانتدار لوگوں کو دیا گیا ہے	انتخابات کرانے کا فریضہ دیانتدار لوگوں کو دیا گیا ہے
خشت پشت دست عجز و قالب اغوش وداع	خشت پشت دست عجز و قالب آغوش وداع
غیر ملکیوں سے پیسے لے کر انھیں دوسری جگہ کام کرنے	غیر ملکیوں سے پیسے لے کر انھیں دوسری جگہ کام کرنے
جاں نزر دل فریبی عنواں کئے ہوے	جاں نزرِ دل فریبی عنواں کئے ہوے
اسلام اباد یونائیٹڈ سے وابستہ جنوبی افریقا کے پیسر ڈیل اسٹین پاکستان پہنچ گئے	اسلام اباد یونائیٹڈ سے وابستہ جنوبی افریقا کے پیسر ڈیل اسٹین پاکستان پہنچ گئے
اہل تشیع کے ہاں بھی دو گروہ وجود میں ائے	اہل تشیع کے ہاں بھی دو گروہ وجود میں آئے
ماہرہ خان قائداعظم زندہ باد میں فہد مصطفی کی ہیروئن	ماہرہ خان قائداعظم زندہ باد میں فہد مصطفی کی ہیروئن
ابھی سویا ہوا اٹھا ہوں	ابھی سویا ہوا اٹھا ہوں
میڈیا مکمل آزاد تھا	میڈیا مکمل آزاد تھا۔
جس کو ہو دین و دل عزیز‘ اس کی گلی میں جائے کیوں	جس کو ہو دین و دل عزیز‘ اس کی گلی میں جائے کیوں؟
یورپ کے بیشتر لوگ بھی ایک خاص مذہب کے پیروکار ہیں	یورپ کے بیشتر لوگ بھی ایک خاص مذہب کے پیروکار ہیں۔
اگر تم گاڑی میں جائو گے تو تم اپنا کافی وقت بچا لو گے	اگر تم گاڑی میں جائو گے تو تم اپنا کافی وقت بچا لو گے۔
ہیر مان جا علی رحمن اور حریم فاروق کی رومانوی کہانی	ہیر مان جا علی رحمن اور حریم فاروق کی رومانوی کہانی
اداروں پر بے بنیاد الزام تراشی سے پاکستان کا تشخص مجروح ہورہا	اداروں پر بے بنیاد الزام تراشی سے پاکستان کا تشخص مجروح ہورہا
سبحان اللہ کہیں	سبحان اللہ کہیں
اسپائڈرمین کے تخلیق کارسٹین لی چل بسے	اسپائڈرمین کے تخلیق کارسٹین لی چل بسے
اس صورت حال میں اپنا ذہنی اور جذباتی توازن قائم رکھنا ضروری ہے	اس صورت حال میں اپنا ذہنی اور جذباتی توازن قائم رکھنا ضروری ہے۔
اردو کی درسی کتاب دوسری جماعت کے لیے	اردو کی درسی کتاب دوسری جماعت کے لیے
اسکے علاوہ ہمیں قرآن میں سے سارے ورد وظیفے بھی یاد ہیں	اسکے علاوہ ہمیں قرآن میں سے سارے ورد وظیفے بھی یاد ہیں
ایف بی ار بے ضابطگیوں میں ملوث افسران کے خلاف کارروائی سے گریزاں	ایف بی ار بے ضابطگیوں میں ملوث افسران کے خلاف کارروائی سے گریزاں
ڈالر کا انٹربینک مارکیٹ میں بڑھنا خطرناک ہے ماہر معاشیات	ڈالر کا انٹربینک مارکیٹ میں بڑھنا خطرناک ہے ماہر معاشیات
جوابات نا دینے کی صورت میں مجھے پاوں کی چھوٹی انگلی سے جلایا جاتا ہے	جوابات نا دینے کی صورت میں مجھے پاوں کی چھوٹی انگلی سے جلایا جاتا ہے ۔
یہ اصطلاح یونانی لفظ	یہ اصطلاح یونانی لفظ
امیتابھ بچن ہندی پروگراموں میں ادبی ہندی بولتے ہیں	امیتابھ بچن ہندی پروگراموں میں ادبی ہندی بولتے ہیں.
ما ہن ہیرو تارا	ما ہن ہیرو تارا
آخر تمہارا مسئلہ ہے کیا	آخر تمہارا مسئلہ ہے کیا
ان ٹیبلز میں اس بات کی نشاندہی کی گئی	ان ٹیبلز میں اس بات کی نشاندہی کی گئی
یہی ہو	یہی ہو
یہ ساری داستان تحریر شدہ ہے	یہ ساری داستان تحریر شدہ ہے۔
وہی چھوڑ کر چلا جاتا ہے	وہی چھوڑ کر چلا جاتا ہے
مجھے اس سے اسے مجھ سے کبھی فرصت نہیں ملتی	مجھے اس سے ، اسے مجھ سے کبھی فرصت نہیں ملتی
نوچندی بغاوت میں رائیگاں جھانکنے پر مفید اور تاریخی سچائی کا صحیح اعادہ نہیں ہو گا	نوچندی بغاوت میں رائیگاں جھانکنے پر مفید اور تاریخی سچائی کا صحیح اعادہ نہیں ہو گا
میری پتلون بہت چھوٹی ہے	میری پتلون بہت چھوٹی ہے
ہم چائے میں چینی ڈال کے پیتے ہیں	ہم چائے میں چینی ڈال کے پیتے ہیں
بیان کردہ واقعات غلط ہیں	بیان کردہ واقعات غلط ہیں۔
اس کی کلاسک مثال نیشنل ایکشن پلان اور ریاستی بیانیے کی تشکیل ہے	اس کی کلاسک مثال نیشنل ایکشن پلان اور ریاستی بیانیے کی تشکیل ہے۔
اس لیے وہ اپنے بارے میں یہ دعوی کرتے ہیں کہ وہ اب نظریاتی ہو گئے ہیں	اس لیے وہ اپنے بارے میں یہ دعوی کرتے ہیں کہ وہ اب نظریاتی ہو گئے ہیں۔
فکر نالہ میں گویا حلقہ ہوں ز سر تا پا	فکر نالہ میں گویا حلقہ ہوں ز سر تا پا
اداسی کے کناروں پر	اداسی کے کناروں پر
ضبط کیے گئے پلاسٹک کو ری سائیکل کرنے کا فیصلہ	ضبط کیے گئے پلاسٹک کو ری سائیکل کرنے کا فیصلہ
چلو اچھی بات ہے اگر ہو سکے تو کھانا بھی کھا لیجئے گا اس دن	چلو اچھی بات ہے اگر ہو سکے تو کھانا بھی کھا لیجئے گا اس دن
ماضی کی کرپشن کی وجہ سے ان کے ساتھ یہ ہو رہا ہے	ماضی کی کرپشن کی وجہ سے ان کے ساتھ یہ ہو رہا ہے۔
تو اقبال اس کو سمجھاتا مقام کبریا کیا ہے	تو اقبال اس کو سمجھاتا مقام کبريا کيا ہے
اس کو نقصان پہنچانے کا مطلب خود کو نقصان پہنچانا ہے	اس کو نقصان پہنچانے کا مطلب خود کو نقصان پہنچانا ہے۔
میرا کام نکل گیا لیکن یہ تجربہ میرے لیے ایک حادثے سے کم نہیں تھا	میرا کام نکل گیا لیکن یہ تجربہ میرے لیے ایک حادثے سے کم نہیں تھا۔
لطف اٹھا	لطف اٹھا
عدلیہ پہ دشنام طرازی نہ ہو گی	عدلیہ پہ دشنام طرازی نہ ہو گی۔
دشنۂ غمزہ جاں ستاں‘ ناوک ناز بے پناہ	دشنۂ غمزہ جاں ستاں‘ ناوکِ ناز بے پناہ
اگلے ہفتے جی ہاں بالکل میں آئوں گا کون شرکت کر رہا ہے	اگلے ہفتے؟ جی ہاں، بالکل میں آئوں گا. کون شرکت کر رہا ہے؟
کیوں بچارے پہ الزام لگا رہے ہو	کیوں بچارے پہ الزام لگا رہے ہو؟
میں عہد کرتا ہوں کہ ایمانداری سے کام لوں گا	میں عہد کرتا ہوں کہ ایمانداری سے کام لوں گا
مجھے تو یہی سمجھ نہیں آرہا کہ جب یہ اتنے پیسے والے ہیں تو ایک اپارٹمنٹ رینٹ کر کے قدسیہ کو کیوں نہیں دے دیتے	مجھے تو یہی سمجھ نہیں آرہا کہ جب یہ اتنے پیسے والے ہیں تو ایک اپارٹمنٹ رینٹ کر کے قدسیہ کو کیوں نہیں دے دیتے
سبزہ و گل کہاں سے آئے ہیں	سبزہ و گل کہاں سے آئے ہیں
اپنی غلطی کا احساس ہو جاتا ہے تو اس کے بعد اس کی ڈیتھ ہو جاتی ہے	اپنی غلطی کا احساس ہو جاتا ہے تو اس کے بعد اس کی ڈیتھ ہو جاتی ہے
یہی رہا ہے ازل سے قلندروں کا طریق	یہی رہا ہے ازل سے قلندروں کا طریق
ستارے جن کے نشیمن سے ہیں زیادہ قریب	ستارے جن کے نشیمن سے ہیں زیادہ قریب
اس کا یہ فائدہ کچھ کم نہیں کہ یہ تبدیلی اقتدار کا ایک پرامن راستہ فراہم کرتی ہے	اس کا یہ فائدہ کچھ کم نہیں کہ یہ تبدیلی اقتدار کا ایک پرامن راستہ فراہم کرتی ہے۔
سیکولر لوگوں کا یہ نقطہ نظر خالصتا مذہبی ہے جو دین کو ظاہری حلیے کے حوالے سے دیکھتے ہیں	سیکولر لوگوں کا یہ نقطہ نظر خالصتا مذہبی ہے جو دین کو ظاہری حلیے کے حوالے سے دیکھتے ہیں۔
آج کیا ہوگی	آج کیا ہوگی
اس وقت سب سے اہم سوال یہ ہے کہ کیا بگڑے ہوئے معاملات سنبھالے جا سکتے ہیں	اس وقت سب سے اہم سوال یہ ہے کہ کیا بگڑے ہوئے معاملات سنبھالے جا سکتے ہیں؟
چھ سالہ ڈیلن نے عہد کیا کہ وہ اس مقصد کے لئے فائٹ کرے گا	چھ سالہ ڈیلن نے عہد کیا کہ وہ اس مقصد کے لئے فائٹ کرے گا۔
